#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
1696100      3.49e-02    3.52e-02      1.04e-03    5.23e-04      2.98e-02    3.14e-02    2.3e-07
1696200      3.89e-02    3.50e-02      7.94e-04    7.59e-04      3.43e-02    3.08e-02    2.3e-07
1696300      3.20e-02    3.43e-02      5.62e-04    6.28e-04      2.83e-02    3.05e-02    2.3e-07
1696400      3.65e-02    3.52e-02      5.46e-04    7.13e-04      3.25e-02    3.11e-02    2.3e-07
1696500      3.18e-02    3.37e-02      6.54e-04    8.93e-04      2.77e-02    2.93e-02    2.3e-07
1696600      2.98e-02    3.55e-02      5.05e-04    7.51e-04      2.61e-02    3.13e-02    2.3e-07
1696700      3.46e-02    3.30e-02      4.99e-04    5.72e-04      3.08e-02    2.93e-02    2.3e-07
1696800      3.33e-02    3.22e-02      6.56e-04    4.76e-04      2.92e-02    2.87e-02    2.3e-07
1696900      3.36e-02    7.94e-02      1.66e-04    1.28e-03      3.03e-02    7.06e-02    2.3e-07
1697000      3.89e-02    3.35e-02      3.83e-04    5.61e-04      3.49e-02    2.98e-02    2.3e-07
1697100      2.90e-02    3.44e-02      5.50e-04    5.53e-04      2.55e-02    3.06e-02    2.3e-07
1697200      4.16e-02    4.15e-02      1.79e-03    2.60e-03      3.10e-02    2.86e-02    2.3e-07
1697300      3.74e-02    3.82e-02      6.07e-04    9.50e-04      3.32e-02    3.33e-02    2.3e-07
1697400      4.51e-02    3.45e-02      1.64e-03    5.08e-04      3.69e-02    3.08e-02    2.3e-07
1697500      3.78e-02    3.32e-02      4.08e-04    8.17e-04      3.38e-02    2.90e-02    2.3e-07
1697600      3.23e-02    3.46e-02      5.71e-04    9.16e-04      2.87e-02    3.01e-02    2.3e-07
1697700      3.65e-02    3.17e-02      7.65e-04    5.40e-04      3.20e-02    2.82e-02    2.3e-07
1697800      4.09e-02    3.61e-02      8.23e-04    8.86e-04      3.62e-02    3.15e-02    2.3e-07
1697900      3.36e-02    3.50e-02      1.89e-04    5.97e-04      3.03e-02    3.11e-02    2.3e-07
1698000      3.17e-02    3.88e-02      1.96e-04    8.40e-04      2.86e-02    3.42e-02    2.3e-07
1698100      3.30e-02    3.40e-02      8.34e-04    4.59e-04      2.84e-02    3.04e-02    2.3e-07
1698200      2.92e-02    3.49e-02      3.25e-04    6.80e-04      2.61e-02    3.09e-02    2.3e-07
1698300      3.30e-02    3.38e-02      5.03e-04    6.73e-04      2.93e-02    2.99e-02    2.3e-07
1698400      3.32e-02    3.44e-02      5.00e-04    5.60e-04      2.95e-02    3.06e-02    2.3e-07
1698500      6.48e-02    3.50e-02      2.12e-03    4.80e-04      5.44e-02    3.13e-02    2.3e-07
1698600      3.77e-02    3.29e-02      1.11e-03    6.38e-04      3.22e-02    2.92e-02    2.3e-07
1698700      4.01e-02    3.44e-02      9.82e-04    5.10e-04      3.48e-02    3.07e-02    2.3e-07
1698800      3.40e-02    3.61e-02      4.09e-04    8.16e-04      3.04e-02    3.17e-02    2.3e-07
1698900      3.21e-02    3.56e-02      7.31e-04    6.63e-04      2.80e-02    3.16e-02    2.3e-07
1699000      3.11e-02    3.35e-02      8.87e-05    6.47e-04      2.81e-02    2.96e-02    2.3e-07
1699100      3.51e-02    3.46e-02      3.46e-05    5.71e-04      3.17e-02    3.08e-02    2.3e-07
1699200      3.39e-02    3.31e-02      2.48e-04    7.18e-04      3.06e-02    2.92e-02    2.3e-07
1699300      3.42e-02    3.42e-02      8.40e-04    5.12e-04      2.98e-02    3.06e-02    2.3e-07
1699400      3.42e-02    4.50e-02      4.47e-04    8.79e-04      3.05e-02    3.98e-02    2.3e-07
1699500      3.15e-02    3.18e-02      4.99e-04    5.03e-04      2.77e-02    2.83e-02    2.3e-07
1699600      3.10e-02    3.64e-02      6.14e-04    7.36e-04      2.74e-02    3.21e-02    2.3e-07
1699700      3.13e-02    3.27e-02      3.24e-04    5.71e-04      2.80e-02    2.90e-02    2.3e-07
1699800      3.43e-02    3.61e-02      8.53e-04    7.35e-04      2.97e-02    3.18e-02    2.3e-07
1699900      1.25e-01    3.51e-02      2.91e-03    6.26e-04      1.09e-01    3.12e-02    2.3e-07
1700000      3.42e-02    3.36e-02      3.82e-04    7.36e-04      3.08e-02    2.96e-02    2.2e-07
1700100      4.03e-02    3.59e-02      6.46e-04    1.03e-03      3.59e-02    3.11e-02    2.2e-07
1700200      3.72e-02    3.39e-02      1.93e-04    5.91e-04      3.36e-02    3.02e-02    2.2e-07
1700300      3.58e-02    7.65e-02      6.31e-04    1.98e-03      3.13e-02    6.68e-02    2.2e-07
1700400      3.76e-02    3.45e-02      2.01e-04    8.37e-04      3.40e-02    3.02e-02    2.2e-07
1700500      3.17e-02    3.30e-02      8.92e-04    6.14e-04      2.71e-02    2.93e-02    2.2e-07
1700600      3.34e-02    3.34e-02      5.49e-04    5.12e-04      2.97e-02    2.99e-02    2.2e-07
1700700      3.18e-02    3.38e-02      1.47e-04    6.09e-04      2.87e-02    3.01e-02    2.2e-07
1700800      3.25e-02    5.12e-02      3.57e-04    1.05e-03      2.92e-02    4.52e-02    2.2e-07
1700900      3.40e-02    3.26e-02      1.41e-03    8.74e-04      2.78e-02    2.83e-02    2.2e-07
1701000      2.92e-02    3.54e-02      4.38e-04    1.05e-03      2.61e-02    3.05e-02    2.2e-07
1701100      3.68e-02    3.45e-02      1.17e-03    4.32e-04      3.14e-02    3.10e-02    2.2e-07
1701200      3.27e-02    3.92e-02      5.10e-04    7.88e-04      2.88e-02    3.47e-02    2.2e-07
1701300      3.38e-02    3.55e-02      2.43e-04    3.82e-04      3.04e-02    3.19e-02    2.2e-07
1701400      3.04e-02    3.51e-02      1.54e-04    7.28e-04      2.74e-02    3.11e-02    2.2e-07
1701500      3.18e-02    3.29e-02      6.23e-04    4.24e-04      2.82e-02    2.95e-02    2.2e-07
1701600      3.39e-02    3.69e-02      1.09e-03    9.20e-04      2.88e-02    3.23e-02    2.2e-07
1701700      3.26e-02    3.35e-02      6.95e-04    4.63e-04      2.83e-02    3.00e-02    2.2e-07
1701800      3.47e-02    3.44e-02      3.75e-04    5.27e-04      3.11e-02    3.08e-02    2.2e-07
1701900      3.08e-02    3.26e-02      3.05e-04    5.62e-04      2.77e-02    2.90e-02    2.2e-07
1702000      3.07e-02    3.39e-02      4.71e-04    4.81e-04      2.72e-02    3.03e-02    2.2e-07
1702100      3.62e-02    3.41e-02      1.12e-03    6.96e-04      3.08e-02    3.02e-02    2.2e-07
1702200      3.10e-02    9.64e-02      4.60e-04    6.93e-04      2.77e-02    8.70e-02    2.2e-07
1702300      3.22e-02    3.63e-02      3.80e-04    5.81e-04      2.88e-02    3.24e-02    2.2e-07
1702400      3.52e-02    5.10e-02      8.81e-04    8.19e-04      3.04e-02    4.55e-02    2.2e-07
1702500      3.08e-02    4.00e-02      2.46e-04    1.29e-03      2.78e-02    3.40e-02    2.2e-07
1702600      7.40e-02    3.57e-02      2.31e-03    6.54e-04      6.27e-02    3.17e-02    2.2e-07
1702700      3.07e-02    3.33e-02      2.85e-04    7.13e-04      2.76e-02    2.94e-02    2.2e-07
1702800      3.51e-02    3.35e-02      4.94e-04    8.30e-04      3.12e-02    2.94e-02    2.2e-07
1702900      3.68e-02    3.36e-02      1.09e-03    4.82e-04      3.15e-02    3.01e-02    2.2e-07
1703000      3.75e-02    3.63e-02      4.47e-04    1.14e-03      3.36e-02    3.11e-02    2.2e-07
1703100      3.35e-02    3.33e-02      5.66e-04    7.19e-04      2.98e-02    2.94e-02    2.2e-07
1703200      3.04e-02    4.02e-02      5.43e-04    7.12e-04      2.69e-02    3.58e-02    2.2e-07
1703300      3.29e-02    3.48e-02      7.37e-04    7.15e-04      2.89e-02    3.08e-02    2.2e-07
1703400      3.43e-02    3.65e-02      8.25e-04    8.69e-04      2.89e-02    3.20e-02    2.2e-07
1703500      3.44e-02    3.61e-02      2.70e-04    8.78e-04      3.10e-02    3.16e-02    2.2e-07
1703600      4.65e-02    3.53e-02      3.85e-04    7.43e-04      4.19e-02    3.12e-02    2.2e-07
1703700      3.05e-02    4.39e-02      6.36e-04    9.46e-04      2.68e-02    3.87e-02    2.2e-07
1703800      3.28e-02    3.37e-02      6.23e-04    7.16e-04      2.88e-02    2.98e-02    2.2e-07
1703900      3.66e-02    3.63e-02      5.54e-04    7.40e-04      3.24e-02    3.21e-02    2.2e-07
1704000      3.53e-02    3.32e-02      3.29e-04    7.19e-04      3.17e-02    2.93e-02    2.2e-07
1704100      2.93e-02    3.26e-02      5.75e-04    6.58e-04      2.59e-02    2.89e-02    2.2e-07
1704200      3.09e-02    3.69e-02      1.09e-03    9.20e-04      2.60e-02    3.23e-02    2.2e-07
1704300      3.32e-02    3.20e-02      8.45e-04    5.90e-04      2.87e-02    2.84e-02    2.2e-07
1704400      3.66e-02    3.61e-02      4.62e-04    6.66e-04      3.28e-02    3.21e-02    2.2e-07
1704500      3.45e-02    3.48e-02      9.18e-04    7.17e-04      2.99e-02    3.08e-02    2.2e-07
1704600      1.29e-01    3.76e-02      5.45e-03    5.67e-04      1.04e-01    3.36e-02    2.2e-07
1704700      3.48e-02    3.59e-02      1.74e-04    4.41e-04      3.15e-02    3.22e-02    2.2e-07
1704800      3.75e-02    9.70e-02      1.17e-03    2.41e-03      3.21e-02    8.49e-02    2.2e-07
1704900      3.41e-02    6.60e-02      6.50e-04    2.06e-03      3.01e-02    5.65e-02    2.2e-07
1705000      3.40e-02    3.40e-02      1.58e-04    5.80e-04      3.08e-02    3.03e-02    2.2e-07
1705100      3.41e-02    1.57e-01      7.86e-04    1.18e-03      2.95e-02    1.42e-01    2.2e-07
1705200      3.35e-02    3.47e-02      5.00e-04    6.91e-04      2.98e-02    3.08e-02    2.2e-07
1705300      3.76e-02    3.45e-02      7.38e-04    6.00e-04      3.30e-02    3.08e-02    2.2e-07
1705400      3.17e-02    3.54e-02      3.68e-04    7.63e-04      2.85e-02    3.13e-02    2.2e-07
1705500      3.22e-02    3.45e-02      5.57e-04    5.51e-04      2.85e-02    3.09e-02    2.2e-07
1705600      3.96e-02    3.65e-02      3.69e-04    7.70e-04      3.56e-02    3.23e-02    2.2e-07
1705700      3.45e-02    6.01e-02      8.66e-04    1.96e-03      3.02e-02    5.15e-02    2.2e-07
1705800      3.28e-02    3.44e-02      3.36e-04    4.65e-04      2.96e-02    3.09e-02    2.2e-07
1705900      4.44e-02    5.25e-02      7.48e-04    2.85e-03      3.95e-02    3.97e-02    2.2e-07
1706000      2.94e-02    4.06e-02      6.83e-04    1.51e-03      2.58e-02    3.41e-02    2.2e-07
1706100      3.59e-02    3.86e-02      4.22e-04    9.28e-04      3.23e-02    3.39e-02    2.2e-07
1706200      3.75e-02    3.57e-02      1.26e-03    9.36e-04      3.18e-02    3.12e-02    2.2e-07
1706300      3.07e-02    3.69e-02      2.19e-04    7.76e-04      2.78e-02    3.26e-02    2.2e-07
1706400      3.89e-02    3.23e-02      5.16e-04    6.59e-04      3.49e-02    2.87e-02    2.2e-07
1706500      3.03e-02    3.38e-02      5.04e-04    5.87e-04      2.70e-02    3.02e-02    2.2e-07
1706600      3.12e-02    3.42e-02      3.14e-04    3.74e-04      2.81e-02    3.08e-02    2.2e-07
1706700      3.22e-02    3.55e-02      5.17e-04    7.94e-04      2.86e-02    3.14e-02    2.2e-07
1706800      3.36e-02    3.27e-02      6.37e-04    8.28e-04      2.99e-02    2.86e-02    2.2e-07
1706900      5.06e-02    3.71e-02      1.51e-03    8.66e-04      4.34e-02    3.27e-02    2.2e-07
1707000      4.66e-02    3.62e-02      5.18e-04    7.87e-04      4.19e-02    3.20e-02    2.2e-07
1707100      3.67e-02    3.24e-02      5.39e-04    5.01e-04      3.29e-02    2.90e-02    2.2e-07
1707200      5.84e-02    3.58e-02      1.10e-03    7.10e-04      5.18e-02    3.18e-02    2.2e-07
1707300      3.56e-02    3.20e-02      3.64e-04    5.40e-04      3.21e-02    2.86e-02    2.2e-07
1707400      2.90e-02    3.29e-02      1.02e-04    5.77e-04      2.63e-02    2.93e-02    2.2e-07
1707500      3.38e-02    3.66e-02      8.53e-04    7.87e-04      2.94e-02    3.24e-02    2.2e-07
1707600      3.48e-02    3.24e-02      6.01e-04    3.94e-04      3.07e-02    2.92e-02    2.2e-07
1707700      3.27e-02    3.41e-02      2.51e-04    7.26e-04      2.96e-02    3.02e-02    2.2e-07
1707800      3.26e-02    4.36e-02      6.56e-04    8.84e-04      2.87e-02    3.87e-02    2.2e-07
1707900      3.44e-02    3.67e-02      8.03e-04    7.54e-04      3.00e-02    3.25e-02    2.2e-07
1708000      3.29e-02    3.31e-02      4.50e-04    5.05e-04      2.94e-02    2.97e-02    2.2e-07
1708100      3.90e-02    3.26e-02      6.86e-04    5.53e-04      3.45e-02    2.91e-02    2.2e-07
1708200      3.96e-02    5.25e-02      1.04e-03    7.38e-04      3.43e-02    4.71e-02    2.2e-07
1708300      3.15e-02    3.42e-02      6.33e-04    4.58e-04      2.74e-02    3.07e-02    2.2e-07
1708400      3.93e-02    3.33e-02      8.10e-04    6.53e-04      3.47e-02    2.96e-02    2.2e-07
1708500      3.67e-02    3.50e-02      6.06e-04    8.54e-04      3.26e-02    3.07e-02    2.2e-07
1708600      3.75e-02    5.38e-02      7.59e-04    1.70e-03      3.32e-02    4.60e-02    2.2e-07
1708700      3.46e-02    3.35e-02      8.44e-04    5.63e-04      3.00e-02    3.00e-02    2.2e-07
1708800      3.28e-02    5.08e-02      7.35e-04    1.37e-03      2.87e-02    4.42e-02    2.2e-07
1708900      3.28e-02    3.37e-02      8.29e-04    7.23e-04      2.86e-02    2.98e-02    2.2e-07
1709000      3.36e-02    3.44e-02      3.78e-04    5.47e-04      3.01e-02    3.08e-02    2.2e-07
1709100      4.10e-02    3.30e-02      1.32e-04    7.40e-04      3.71e-02    2.91e-02    2.2e-07
1709200      2.88e-02    3.48e-02      1.24e-04    7.14e-04      2.61e-02    3.09e-02    2.2e-07
1709300      3.14e-02    3.05e-02      3.92e-04    5.62e-04      2.82e-02    2.72e-02    2.2e-07
1709400      4.48e-02    3.59e-02      1.09e-03    9.13e-04      3.90e-02    3.14e-02    2.2e-07
1709500      3.81e-02    5.78e-02      2.40e-04    1.62e-03      3.44e-02    5.01e-02    2.2e-07
1709600      3.34e-02    3.29e-02      9.08e-04    6.54e-04      2.87e-02    2.93e-02    2.2e-07
1709700      3.99e-02    3.11e-02      1.29e-03    5.14e-04      3.32e-02    2.78e-02    2.2e-07
1709800      4.10e-02    3.32e-02      8.52e-04    6.98e-04      3.59e-02    2.94e-02    2.2e-07
1709900      3.50e-02    3.33e-02      5.75e-04    4.80e-04      3.13e-02    2.99e-02    2.2e-07
1710000      3.42e-02    3.17e-02      2.16e-04    7.94e-04      3.10e-02    2.78e-02    2.1e-07
1710100      3.85e-02    3.42e-02      3.45e-04    6.38e-04      3.48e-02    3.05e-02    2.1e-07
1710200      3.30e-02    3.29e-02      8.09e-04    4.15e-04      2.90e-02    2.97e-02    2.1e-07
1710300      3.45e-02    3.60e-02      3.31e-04    4.88e-04      3.11e-02    3.24e-02    2.1e-07
1710400      4.29e-02    3.59e-02      7.75e-04    5.80e-04      3.83e-02    3.22e-02    2.1e-07
1710500      3.09e-02    4.65e-02      6.44e-04    9.81e-04      2.71e-02    4.12e-02    2.1e-07
1710600      3.43e-02    3.42e-02      9.72e-04    1.04e-03      2.98e-02    2.95e-02    2.1e-07
1710700      3.00e-02    3.37e-02      4.66e-04    5.65e-04      2.67e-02    3.02e-02    2.1e-07
1710800      3.16e-02    3.56e-02      5.68e-04    7.89e-04      2.83e-02    3.15e-02    2.1e-07
1710900      3.41e-02    3.48e-02      5.23e-04    1.04e-03      3.05e-02    3.01e-02    2.1e-07
1711000      3.38e-02    3.33e-02      8.18e-04    6.61e-04      2.95e-02    2.96e-02    2.1e-07
1711100      4.06e-02    3.48e-02      6.56e-04    6.53e-04      3.55e-02    3.10e-02    2.1e-07
1711200      3.26e-02    3.67e-02      9.61e-04    5.45e-04      2.79e-02    3.30e-02    2.1e-07
1711300      3.21e-02    3.33e-02      3.02e-04    3.29e-04      2.90e-02    3.02e-02    2.1e-07
1711400      3.80e-02    3.24e-02      2.75e-04    6.61e-04      3.44e-02    2.88e-02    2.1e-07
1711500      3.89e-02    3.29e-02      4.54e-04    5.87e-04      3.47e-02    2.94e-02    2.1e-07
1711600      3.14e-02    3.36e-02      5.70e-04    4.65e-04      2.79e-02    3.02e-02    2.1e-07
1711700      4.45e-02    3.19e-02      1.50e-03    5.46e-04      3.78e-02    2.85e-02    2.1e-07
1711800      3.21e-02    3.34e-02      7.52e-04    9.43e-04      2.80e-02    2.91e-02    2.1e-07
1711900      3.43e-02    3.36e-02      1.43e-04    7.61e-04      3.11e-02    2.97e-02    2.1e-07
1712000      3.36e-02    3.59e-02      4.53e-04    7.52e-04      3.01e-02    3.18e-02    2.1e-07
1712100      3.47e-02    5.91e-02      4.33e-05    2.42e-03      3.16e-02    4.89e-02    2.1e-07
1712200      4.17e-02    3.54e-02      7.73e-04    3.06e-04      3.72e-02    3.20e-02    2.1e-07
1712300      3.48e-02    3.73e-02      4.65e-04    7.71e-04      3.13e-02    3.31e-02    2.1e-07
1712400      3.43e-02    3.45e-02      2.66e-04    6.40e-04      3.11e-02    3.08e-02    2.1e-07
1712500      3.49e-02    3.39e-02      3.92e-04    7.80e-04      3.15e-02    3.00e-02    2.1e-07
1712600      3.33e-02    3.51e-02      3.98e-04    7.80e-04      3.00e-02    3.10e-02    2.1e-07
1712700      3.53e-02    3.18e-02      9.28e-04    5.46e-04      2.94e-02    2.84e-02    2.1e-07
1712800      3.09e-02    3.60e-02      5.12e-04    5.61e-04      2.77e-02    3.23e-02    2.1e-07
1712900      3.19e-02    3.32e-02      3.26e-04    4.06e-04      2.88e-02    2.99e-02    2.1e-07
1713000      4.78e-02    3.38e-02      2.13e-04    7.94e-04      4.34e-02    2.98e-02    2.1e-07
1713100      4.20e-02    3.65e-02      9.84e-04    7.54e-04      3.68e-02    3.24e-02    2.1e-07
1713200      2.99e-02    3.24e-02      2.14e-04    6.85e-04      2.71e-02    2.87e-02    2.1e-07
1713300      3.55e-02    3.15e-02      4.14e-04    4.64e-04      3.20e-02    2.83e-02    2.1e-07
1713400      3.41e-02    3.41e-02      1.05e-03    8.06e-04      2.93e-02    3.01e-02    2.1e-07
1713500      3.50e-02    3.45e-02      1.25e-03    7.60e-04      2.95e-02    3.06e-02    2.1e-07
1713600      4.07e-02    3.91e-02      5.49e-04    5.47e-04      3.65e-02    3.52e-02    2.1e-07
1713700      3.46e-02    3.40e-02      8.93e-04    9.01e-04      2.89e-02    2.98e-02    2.1e-07
1713800      3.48e-02    3.68e-02      7.41e-04    6.95e-04      3.05e-02    3.28e-02    2.1e-07
1713900      3.51e-02    5.31e-02      4.65e-04    5.20e-04      3.14e-02    4.80e-02    2.1e-07
1714000      3.78e-02    5.55e-02      1.62e-03    2.39e-03      3.04e-02    4.54e-02    2.1e-07
1714100      4.78e-02    3.79e-02      6.48e-04    6.99e-04      4.25e-02    3.38e-02    2.1e-07
1714200      4.25e-02    3.25e-02      5.19e-04    5.20e-04      3.82e-02    2.91e-02    2.1e-07
1714300      3.67e-02    3.12e-02      5.98e-04    6.36e-04      3.26e-02    2.77e-02    2.1e-07
1714400      3.50e-02    5.66e-02      3.49e-04    1.18e-03      3.15e-02    5.03e-02    2.1e-07
1714500      3.61e-02    3.31e-02      6.31e-04    6.88e-04      3.23e-02    2.94e-02    2.1e-07
1714600      2.97e-02    3.36e-02      3.90e-04    7.41e-04      2.67e-02    2.97e-02    2.1e-07
1714700      3.37e-02    3.22e-02      9.12e-04    7.35e-04      2.88e-02    2.85e-02    2.1e-07
1714800      3.36e-02    4.43e-02      7.51e-04    8.70e-04      2.97e-02    3.94e-02    2.1e-07
1714900      3.74e-02    3.61e-02      5.65e-04    7.60e-04      3.34e-02    3.20e-02    2.1e-07
1715000      2.82e-02    3.37e-02      2.72e-04    7.51e-04      2.55e-02    2.99e-02    2.1e-07
1715100      4.33e-02    3.31e-02      1.07e-03    4.72e-04      3.76e-02    2.98e-02    2.1e-07
1715200      3.43e-02    4.45e-02      2.74e-04    1.02e-03      3.11e-02    3.94e-02    2.1e-07
1715300      3.27e-02    3.37e-02      3.33e-04    7.22e-04      2.93e-02    2.99e-02    2.1e-07
1715400      3.75e-02    3.40e-02      3.91e-04    5.45e-04      3.39e-02    3.06e-02    2.1e-07
1715500      4.51e-02    3.54e-02      1.29e-03    6.87e-04      3.93e-02    3.16e-02    2.1e-07
1715600      4.27e-02    3.85e-02      3.89e-04    6.03e-04      3.88e-02    3.46e-02    2.1e-07
1715700      3.31e-02    3.34e-02      2.63e-04    4.95e-04      2.99e-02    3.00e-02    2.1e-07
1715800      4.00e-02    3.32e-02      6.10e-04    5.67e-04      3.57e-02    2.98e-02    2.1e-07
1715900      3.39e-02    3.31e-02      1.36e-03    8.25e-04      2.79e-02    2.91e-02    2.1e-07
1716000      4.18e-02    3.17e-02      9.70e-04    7.26e-04      3.68e-02    2.81e-02    2.1e-07
1716100      3.29e-02    5.58e-02      1.07e-04    1.46e-03      3.00e-02    4.88e-02    2.1e-07
1716200      3.27e-02    3.32e-02      3.91e-04    4.89e-04      2.96e-02    2.99e-02    2.1e-07
1716300      1.00e-01    3.45e-02      2.07e-03    6.78e-04      8.90e-02    3.08e-02    2.1e-07
1716400      3.42e-02    3.72e-02      2.22e-04    6.51e-04      3.11e-02    3.33e-02    2.1e-07
1716500      3.81e-02    3.17e-02      3.07e-04    4.45e-04      3.45e-02    2.86e-02    2.1e-07
1716600      2.97e-02    3.63e-02      4.21e-04    8.21e-04      2.67e-02    3.22e-02    2.1e-07
1716700      3.48e-02    3.46e-02      7.42e-04    2.96e-04      3.09e-02    3.14e-02    2.1e-07
1716800      3.32e-02    3.29e-02      8.48e-04    4.12e-04      2.92e-02    2.97e-02    2.1e-07
1716900      3.78e-02    3.21e-02      3.22e-04    5.54e-04      3.42e-02    2.88e-02    2.1e-07
1717000      3.00e-02    3.46e-02      4.69e-04    6.13e-04      2.67e-02    3.10e-02    2.1e-07
1717100      3.84e-02    4.38e-02      2.51e-04    1.19e-03      3.49e-02    3.83e-02    2.1e-07
1717200      3.32e-02    3.33e-02      5.30e-04    6.97e-04      2.98e-02    2.96e-02    2.1e-07
1717300      4.09e-02    3.19e-02      5.86e-04    5.59e-04      3.66e-02    2.86e-02    2.1e-07
1717400      3.51e-02    3.53e-02      3.59e-04    6.85e-04      3.18e-02    3.15e-02    2.1e-07
1717500      3.37e-02    3.68e-02      4.65e-04    1.03e-03      3.02e-02    3.21e-02    2.1e-07
1717600      3.86e-02    3.40e-02      7.28e-04    8.02e-04      3.44e-02    3.00e-02    2.1e-07
1717700      3.14e-02    3.37e-02      8.62e-04    6.70e-04      2.70e-02    3.00e-02    2.1e-07
1717800      3.65e-02    3.54e-02      7.93e-04    8.22e-04      3.22e-02    3.13e-02    2.1e-07
1717900      3.52e-02    5.34e-02      8.27e-05    1.27e-03      3.21e-02    4.71e-02    2.1e-07
1718000      3.01e-02    3.30e-02      2.57e-04    1.04e-03      2.73e-02    2.85e-02    2.1e-07
1718100      3.48e-02    3.18e-02      1.00e-03    7.35e-04      3.01e-02    2.82e-02    2.1e-07
1718200      3.80e-02    3.58e-02      6.62e-04    8.26e-04      3.38e-02    3.17e-02    2.1e-07
1718300      2.87e-02    3.70e-02      4.13e-04    8.59e-04      2.56e-02    3.27e-02    2.1e-07
1718400      3.54e-02    3.63e-02      3.41e-04    6.99e-04      3.21e-02    3.24e-02    2.1e-07
1718500      3.23e-02    3.42e-02      2.09e-04    1.06e-03      2.93e-02    2.96e-02    2.1e-07
1718600      4.03e-02    3.55e-02      9.16e-04    7.89e-04      3.54e-02    3.15e-02    2.1e-07
1718700      3.49e-02    3.17e-02      3.10e-04    5.22e-04      3.16e-02    2.85e-02    2.1e-07
1718800      3.26e-02    3.63e-02      6.01e-04    7.66e-04      2.90e-02    3.23e-02    2.1e-07
1718900      7.35e-02    3.52e-02      2.95e-04    6.55e-04      6.69e-02    3.15e-02    2.1e-07
1719000      3.28e-02    3.36e-02      7.21e-04    8.04e-04      2.91e-02    2.97e-02    2.1e-07
1719100      8.80e-02    3.67e-02      3.16e-03    7.08e-04      7.33e-02    3.28e-02    2.1e-07
1719200      2.99e-02    3.11e-02      5.02e-04    5.47e-04      2.68e-02    2.79e-02    2.1e-07
1719300      3.23e-02    3.52e-02      4.33e-04    6.69e-04      2.91e-02    3.15e-02    2.1e-07
1719400      3.70e-02    3.52e-02      1.12e-03    4.49e-04      3.19e-02    3.18e-02    2.1e-07
1719500      4.16e-02    3.46e-02      8.72e-04    4.85e-04      3.68e-02    3.12e-02    2.1e-07
1719600      2.89e-02    3.28e-02      4.77e-04    6.06e-04      2.57e-02    2.94e-02    2.1e-07
1719700      3.60e-02    3.89e-02      8.41e-04    1.07e-03      3.17e-02    3.39e-02    2.1e-07
1719800      3.42e-02    2.35e-01      4.74e-04    4.35e-03      3.08e-02    2.10e-01    2.1e-07
1719900      3.13e-02    3.49e-02      2.85e-04    6.80e-04      2.84e-02    3.11e-02    2.1e-07
1720000      4.42e-02    3.60e-02      1.53e-03    7.17e-04      3.76e-02    3.21e-02    2.0e-07
1720100      7.93e-02    3.31e-02      7.05e-04    4.74e-04      7.13e-02    2.99e-02    2.0e-07
1720200      3.43e-02    4.16e-02      5.84e-04    1.17e-03      3.07e-02    3.63e-02    2.0e-07
1720300      3.53e-02    3.30e-02      6.35e-04    6.81e-04      3.15e-02    2.95e-02    2.0e-07
1720400      3.41e-02    3.32e-02      7.22e-04    8.48e-04      2.96e-02    2.92e-02    2.0e-07
1720500      3.43e-02    3.55e-02      5.03e-04    7.49e-04      3.06e-02    3.17e-02    2.0e-07
1720600      3.45e-02    3.35e-02      4.91e-04    7.41e-04      3.11e-02    2.98e-02    2.0e-07
1720700      6.98e-02    3.68e-02      1.18e-03    5.28e-04      6.27e-02    3.32e-02    2.0e-07
1720800      3.22e-02    3.46e-02      2.81e-04    5.96e-04      2.92e-02    3.11e-02    2.0e-07
1720900      3.04e-02    3.35e-02      5.24e-04    6.09e-04      2.71e-02    3.01e-02    2.0e-07
1721000      3.63e-02    4.47e-02      4.49e-04    1.48e-03      3.28e-02    3.84e-02    2.0e-07
1721100      3.39e-02    7.57e-02      5.23e-04    1.58e-03      3.05e-02    6.75e-02    2.0e-07
1721200      3.34e-02    3.50e-02      5.14e-04    6.34e-04      2.98e-02    3.13e-02    2.0e-07
1721300      4.16e-02    3.61e-02      1.02e-03    9.42e-04      3.64e-02    3.18e-02    2.0e-07
1721400      3.28e-02    3.41e-02      4.04e-04    7.08e-04      2.93e-02    3.04e-02    2.0e-07
1721500      3.42e-02    3.20e-02      1.13e-03    5.65e-04      2.91e-02    2.87e-02    2.0e-07
1721600      3.88e-02    3.55e-02      8.91e-04    9.20e-04      3.37e-02    3.12e-02    2.0e-07
1721700      2.98e-02    3.41e-02      5.00e-04    7.34e-04      2.65e-02    3.03e-02    2.0e-07
1721800      3.33e-02    3.69e-02      5.51e-04    5.20e-04      2.99e-02    3.33e-02    2.0e-07
1721900      3.23e-02    3.64e-02      4.51e-04    1.02e-03      2.91e-02    3.18e-02    2.0e-07
1722000      3.11e-02    3.61e-02      3.18e-04    6.29e-04      2.81e-02    3.24e-02    2.0e-07
1722100      3.55e-02    3.20e-02      8.83e-04    5.73e-04      3.12e-02    2.87e-02    2.0e-07
1722200      3.52e-02    3.40e-02      8.12e-04    4.94e-04      3.11e-02    3.07e-02    2.0e-07
1722300      3.37e-02    3.47e-02      7.57e-04    5.23e-04      2.98e-02    3.13e-02    2.0e-07
